49374 143730
39880 35203 382
39881 35204 119
39881 38875 552
39881 38876 481
39882 2026 26
39882 12153 127
39882 44758 55
39883 44754 41
39883 44755 33
39883 46152 12
39884 1028 45
39884 48858 23
39884 48860 30
39885 2026 180
39885 47209 30
39885 39004 297
39886 39887 70
39886 43055 136
39886 928 314
39886 1236 118
39887 39886 70
39887 735 344
39887 1236 133
39888 140 25
39888 39891 395
39888 38883 54
39889 44759 617
39889 44761 155
39889 36878 299
39890 36873 124
39890 36874 17
39890 48918 80
39891 39888 395
39891 39892 157
39891 46261 198
39892 39891 157
39892 39893 145
39892 39895 477
39893 32 310
39893 39892 145
39893 35368 416
39894 808 80
39894 36831 186
39894 48564 849
39895 39892 477
39895 39896 537
39895 35361 277
39896 39895 537
39896 39898 176
39896 1774 394
39897 31 57
39897 32 146
39897 110 288
39898 39896 176
39898 35369 232
39898 1334 435
39899 40010 318
39899 35363 413
39899 35365 636
39900 35363 376
39900 35895 396
39900 48027 264
39901 3882 225
39901 12147 143
39901 16748 119
39901 39708 335
39901 211 238
39901 36756 131
39902 7954 91
39902 25688 66
39902 44765 320
39903 8685 97
39904 12402 258
39904 12403 83
39904 14575 74
39904 36408 283
39904 1771 129
39905 35487 131
39905 1794 239
39905 39014 502
39906 7997 96
39906 39908 292
39906 259 262
39907 3766 272
39907 5897 79
39907 39919 411
39907 39926 94
39908 7997 192
39908 39906 292
39908 39921 105
39908 39922 80
39909 13870 240
39909 39911 93
39909 39921 94
39909 39931 65
39910 39928 129
39910 39934 104
39910 41073 78
39911 11695 108
39911 12869 242
39911 39909 93
39912 7655 186
39912 23441 93
39912 39932 113
39912 39935 163
39913 2974 410
39913 7646 93
39913 39935 339
39913 40131 93
39914 13061 233
39914 14420 89
39914 14542 150
39914 39919 185
39915 39923 102
39915 41077 119
39915 46052 96
39916 39922 96
39917 7646 351
39917 39935 94
39917 40703 77
39918 5898 263
39918 17778 85
39918 39933 315
39918 590 156
39919 7646 95
39919 39907 411
39919 39914 185
39919 39930 266
39920 29091 262
39920 259 97
39920 589 93
39921 29815 240
39921 39908 105
39921 39909 94
39921 39928 244
39922 7996 157
39922 39908 80
39922 39916 96
39923 12880 211
39923 39915 102
39923 39924 63
39924 39923 63
39924 39928 60
39924 42636 198
39925 2975 295
39925 7648 82
39925 39671 84
39925 39678 245
39926 2974 95
39926 7646 411
39926 7647 278
39926 39907 94
39927 39934 76
39928 39910 129
39928 39921 244
39928 39924 60
39928 41077 105
39929 39932 89
39929 40702 25
39929 40703 24
39930 13060 111
39930 39919 266
39930 2 99
39931 39909 65
39931 39934 93
39931 41071 282
39932 7655 160
39932 39912 113
39932 39929 89
39933 14435 513
39933 14544 157
39933 39684 86
39933 39918 315
39934 39910 104
39934 39927 76
39934 39931 93
39935 9214 96
39935 39912 163
39935 39913 339
39935 39917 94
39936 17990 218
39936 39939 90
39936 39941 91
39937 19763 129
39937 39940 94
39937 40065 115
39938 14450 163
39938 39940 91
39938 39942 92
39939 13503 90
39939 19767 229
39939 39936 90
39940 19764 146
39940 39937 94
39940 39938 91
39941 19766 206
39941 39936 91
39941 39943 76
39942 7927 177
39942 39938 92
39942 39943 108
39943 19765 197
39943 22402 29
39943 39941 76
39943 39942 108
39944 39647 200
39944 39945 91
39944 39951 127
39945 39944 91
39945 39946 61
39945 39952 128
39946 39760 137
39946 39945 61
39946 39947 307
39946 39953 127
39947 39946 307
39947 39948 306
39947 40416 191
39948 39947 306
39948 40418 239
39948 45686 40
39949 40254 358
39949 40420 174
39949 45686 3
39950 39637 111
39950 39646 300
39950 39759 115
39951 39645 160
39951 39944 127
39951 39972 18
39952 39945 128
39952 39972 73
39952 40415 103
39953 39946 127
39953 39954 89
39953 40415 10
39954 39953 89
39954 39955 108
39954 39963 77
39955 39954 108
39956 39637 55
39956 39644 318
39956 39967 72
39957 39644 176
39957 39959 190
39957 39965 107
39957 39972 108
39958 39959 16
39958 39960 87
39958 39966 90
39959 39957 190
39959 39958 16
39959 39961 57
39960 39958 87
39960 39962 44
39960 39963 94
39961 39959 57
39961 39963 92
39961 40415 55
39962 39960 44
39963 39954 77
39963 39960 94
39963 39961 92
39963 39964 138
39964 39963 138
39965 39642 174
39965 39957 107
39965 39966 186
39965 39969 107
39966 39958 90
39966 39965 186
39966 39970 118
39966 40414 68
39967 39643 321
39967 39956 72
39967 39973 76
39968 39640 326
39968 39711 77
39968 39973 76
39969 39640 179
39969 39965 107
39969 39970 150
39969 39971 153
39970 39713 204
39970 39966 118
39970 39969 150
39971 39712 104
39971 39713 46
39971 39969 153
39972 39951 18
39972 39952 73
39972 39957 108
39973 39641 322
39973 39967 76
39973 39968 76
39974 39654 98
39974 39749 100
39974 40021 75
39975 39977 81
39976 112 119
39976 39654 266
39976 39726 105
39976 39978 59
39977 39975 81
39977 39978 15
39977 39979 44
39978 39976 59
39978 39977 15
39978 39980 124
39979 39977 44
39980 39978 124
39980 39981 26
39980 40422 49
39981 112 50
39981 39980 26
39981 39982 9
39982 39981 9
39982 40429 124
39982 40433 229
39983 2189 272
39983 496 1009
39984 39768 92
39984 39985 179
39984 39992 91
39985 39769 91
39985 39984 179
39985 39986 198
39985 39993 89
39986 39985 198
39986 39987 149
39986 40077 89
39987 39986 149
39988 39989 41
39989 39769 197
39989 39770 80
39989 39988 41
39989 39991 285
39990 39768 87
39990 39991 182
39990 40022 125
39991 39769 87
39991 39989 285
39991 39990 182
39991 40024 125
39992 39984 91
39992 39993 172
39992 39995 90
39993 39985 89
39993 39992 172
39993 39996 92
39993 40077 198
39994 40077 163
39995 39992 90
39995 39996 159
39995 39998 101
39996 39993 92
39996 39995 159
39996 39999 92
39996 40076 198
39997 40076 168
39998 39995 101
39998 39999 141
39998 40002 92
39999 39996 92
39999 39998 141
39999 40000 197
39999 40003 94
40000 39999 197
40000 40001 151
40000 40004 93
40000 40076 93
40001 40000 151
40002 39998 92
40002 40003 124
40002 40006 93
40003 39999 94
40003 40002 124
40003 40004 196
40003 40007 92
40004 40000 93
40004 40003 196
40004 40005 131
40004 40008 90
40005 40004 131
40006 40002 93
40006 40007 108
40006 40010 94
40007 40003 92
40007 40006 108
40007 40008 198
40007 40011 94
40008 40004 90
40008 40007 198
40008 40009 103
40008 40012 93
40009 40008 103
40010 39899 318
40010 40006 94
40010 40011 91
40010 40014 90
40011 40007 94
40011 40010 91
40011 40012 198
40011 40015 89
40012 40008 93
40012 40011 198
40012 40013 52
40013 40012 52
40014 40010 90
40014 40015 74
40014 40017 100
40014 35364 109
40015 40011 89
40015 40014 74
40015 40016 184
40015 40018 93
40016 40015 184
40017 40014 100
40017 40018 48
40017 509 92
40018 40015 93
40018 40017 48
40018 40019 108
40018 40020 121
40019 40018 108
40020 40018 121
40021 39714 280
40021 39974 75
40021 45754 96
40022 39990 125
40022 40023 88
40022 40024 166
40023 40022 88
40023 40025 150
40023 40028 85
40024 39991 125
40024 40022 166
40024 40025 84
40024 40026 140
40025 40023 150
40025 40024 84
40025 40027 99
40025 40030 85
40026 40024 140
40027 40025 99
40028 40023 85
40028 40029 87
40028 40030 132
40029 40028 87
40029 40031 112
40029 39021 59
40030 40025 85
40030 40028 132
40030 40031 84
40030 40032 91
40031 40029 112
40031 40030 84
40031 40033 76
40031 40035 87
40032 40030 91
40033 40031 76
40034 40035 87
40034 40037 85
40034 35896 289
40034 39017 43
40034 39021 30
40035 40031 87
40035 40034 87
40035 40036 56
40035 40066 85
40036 40035 56
40037 40034 85
40037 40038 87
40037 40066 76
40038 40037 87
40038 40040 66
40038 35897 144
40039 40066 60
40040 40038 66
40040 40066 85
40040 40067 151
40041 40042 98
40041 40067 213
40041 40068 145
40042 40041 98
40042 40044 195
40042 40069 170
40043 40044 97
40043 40054 95
40043 40071 189
40043 38185 94
40044 40042 195
40044 40043 97
40044 40070 130
40045 19768 76
40045 22384 262
40045 40049 253
40045 34955 500
40046 40048 243
40046 41067 75
40046 34955 68
40047 49358 388
40047 40048 16
40047 40049 535
40048 49358 379
40048 3897 14
40048 40046 243
40048 40047 16
40049 29252 430
40049 40045 253
40049 40047 535
40050 25052 15
40051 26439 105
40051 40052 43
40051 35898 463
40052 40051 43
40052 40053 116
40052 35900 281
40053 40052 116
40053 40054 87
40053 753 350
40054 40043 95
40054 40053 87
40054 40057 96
40054 40072 266
40055 40072 116
40056 40057 51
40057 40054 96
40057 40056 51
40057 40058 94
40057 40060 122
40058 40057 94
40058 40061 69
40058 40073 293
40059 40073 83
40060 39773 25
40060 39775 94
40060 40057 122
40060 40062 94
40061 40058 69
40061 40062 66
40061 40074 301
40062 40060 94
40062 40061 66
40062 40075 304
40063 40074 138
40064 3900 385
40064 39720 72
40064 39721 353
40065 19762 107
40065 39937 115
40065 615 31
40066 40035 85
40066 40037 76
40066 40039 60
40066 40040 85
40067 40040 151
40067 40041 213
40067 40068 101
40068 40041 145
40068 40067 101
40068 40069 103
40069 40042 170
40069 40068 103
40069 40070 114
40070 40044 130
40070 40069 114
40070 40071 114
40071 40043 189
40071 40070 114
40071 40072 125
40072 40054 266
40072 40055 116
40072 40071 125
40072 40073 156
40073 40058 293
40073 40059 83
40073 40072 156
40073 40074 91
40074 40061 301
40074 40063 138
40074 40073 91
40074 40075 90
40075 39774 168
40075 40062 304
40075 40074 90
40076 39996 198
40076 39997 168
40076 40000 93
40076 40077 91
40077 39986 89
40077 39993 198
40077 39994 163
40077 40076 91
40078 39775 72
40078 40085 119
40078 40091 41
40079 40080 87
40079 40085 81
40079 40086 54
40080 40079 87
40080 40082 116
40080 40083 197
40080 40106 181
40081 40082 157
40082 40080 116
40082 40081 157
40082 40084 142
40083 40080 197
40084 40082 142
40085 40078 119
40085 40079 81
40085 40086 60
40086 40079 54
40086 40085 60
40086 40087 355
40086 40092 93
40087 40086 355
40088 39776 264
40088 40089 84
40088 40090 246
40089 40088 84
40089 40092 162
40089 40093 225
40090 39775 56
40090 40088 246
40090 40091 71
40091 40078 41
40091 40090 71
40091 40092 86
40092 40086 93
40092 40089 162
40092 40091 86
40093 40089 225
40094 30569 34
40094 30570 22
40094 48655 53
40095 753 562
40095 39020 344
40095 48976 553
40096 39779 90
40096 43503 124
40096 420 126
40096 480 177
40097 40099 249
40097 40108 134
40097 1856 148
40098 40101 140
40099 40097 249
40099 40100 64
40099 40103 230
40099 40106 89
40100 40099 64
40100 40101 121
40100 40102 140
40101 39779 32
40101 40098 140
40101 40100 121
40101 40104 95
40102 40100 140
40103 40099 230
40104 40101 95
40105 40106 113
40106 40080 181
40106 40099 89
40106 40105 113
40106 40107 84
40107 40106 84
40108 39777 110
40108 40097 134
40108 40109 141
40109 39777 50
40109 40108 141
40109 40110 92
40110 40109 92
40110 199 35
40110 798 27
174 2804 69
174 32281 90
174 44697 45
175 6174 98
175 33233 184
175 176 32
176 33229 89
176 175 32
176 35035 122
177 9661 169
177 17569 48
177 35035 151
40111 6928 63
40112 40132 137
40112 40134 112
40112 41093 395
40113 29598 31
40113 40128 100
40114 40117 87
40114 40119 95
40114 40125 101
40114 40127 86
40115 7998 67
40115 13873 166
40115 40130 69
40116 40134 93
40117 8398 206
40117 16318 135
40117 40114 87
40118 13869 289
40119 40114 95
40119 40129 47
40119 40133 44
40119 41065 95
40120 40128 102
40120 41081 104
40121 2976 81
40121 4416 98
40121 39680 261
40122 13859 86
40122 40124 141
40123 6928 71
40124 40122 141
40124 41081 87
40125 40114 101
40125 40130 108
40125 41075 260
40126 29598 122
40126 32300 196
40126 38553 93
40127 40114 86
40128 13859 87
40128 40113 100
40128 40120 102
40129 40119 47
40130 8398 87
40130 40115 69
40130 40125 108
40130 41075 165
40131 4398 85
40131 9214 325
40131 21565 205
40131 39913 93
40132 16318 178
40132 40112 137
40132 41093 259
40133 40119 44
40134 8397 68
40134 40112 112
40134 40116 93
40135 32831 138
178 59 240
178 508 150
178 1233 98
178 47775 143
40136 35160 428
40136 35195 253
40137 34785 282
40137 459 111
40137 37699 250
40138 133 59
40138 134 60
40138 40139 61
40139 16379 87
40139 133 36
40139 40138 61
40139 459 65
40139 37700 157
40140 679 140
40140 1114 532
40140 37699 308
40141 40142 26
40141 1113 209
40141 1114 40
40142 80 556
40142 40141 26
40142 1114 53
40143 43506 37
40143 817 32
40143 37663 30
40144 526 35
40144 36235 45
40144 37663 571
179 25451 337
179 27576 70
179 43174 57
179 45698 10
180 35272 68
180 35273 86
180 1785 309
181 15210 201
181 24755 114
181 890 103
181 38215 107
181 47995 67
40145 7054 103
40145 20631 287
40145 36423 283
40146 7053 123
40146 7054 132
40146 39728 554
40146 36423 431
40147 40148 461
40147 35059 863
40147 36388 550
40148 7052 96
40148 7053 137
40148 40147 461
40148 42942 122
40148 35059 567
182 35233 302
182 35234 105
182 46605 12
182 46631 349
40149 40150 102
40149 40745 297
40149 5 124
40150 14073 68
40150 14086 56
40150 40149 102
40151 4620 107
40151 17252 142
40151 40152 84
40152 20972 304
40152 40151 84
40152 40161 22
40153 21505 287
40153 40161 114
40153 40162 120
40153 41647 299
40154 23709 254
40154 40157 102
40154 40163 94
40155 40159 202
40155 46011 129
40155 38293 24
40156 22485 254
40156 39690 94
40156 40157 78
40157 24581 105
40157 40154 102
40157 40156 78
40157 40186 255
40158 16804 285
40158 16805 289
40158 40160 115
40158 40173 86
40159 9223 111
40159 40155 202
40159 46011 132
40160 6283 286
40160 6284 293
40160 40158 115
40160 40162 116
40161 24582 287
40161 40152 22
40161 40153 114
40162 40153 120
40162 40160 116
40162 265 287
40162 284 296
40163 24582 104
40163 39677 89
40163 39682 254
40163 40154 94
40164 40179 164
40165 40177 83
40166 40171 96
40167 20807 102
40167 20808 290
40167 40174 82
40167 40184 213
40168 16874 157
40168 40180 86
40168 40183 86
40169 40171 96
40170 10055 271
40170 10056 297
40170 40173 86
40170 40174 83
40171 28746 110
40171 40166 96
40171 40169 96
40172 5856 242
40172 7996 210
40172 12866 285
40172 590 290
40173 28924 280
40173 40158 86
40173 40170 86
40174 20039 269
40174 20040 295
40174 40167 82
40174 40170 83
40175 40181 52
40175 40182 171
40175 42635 125
40176 20970 282
40176 22411 182
40176 40184 100
40176 40187 103
40177 24429 201
40177 40165 83
40177 40182 16
40178 9139 9
40178 9156 41
40178 40183 77
40179 12866 161
40179 28745 93
40179 40164 164
40180 40168 86
40181 40175 52
40182 29814 78
40182 40175 171
40182 40177 16
40183 31817 10
40183 32835 243
40183 40168 86
40183 40178 77
40184 2738 78
40184 20971 283
40184 40167 213
40184 40176 100
40185 258 177
40186 22485 89
40186 23709 92
40186 32184 290
40186 40157 255
40187 20969 277
40187 22410 106
40187 40176 103
40188 40189 85
40188 40196 82
40188 41068 325
40189 40188 85
40189 40190 94
40189 41072 321
40190 40189 94
40190 41066 318
40191 40193 125
40191 40195 231
40191 40206 382
40191 41083 259
40192 41105 44
40193 40191 125
40193 40196 85
40193 41080 333
40193 48641 258
40194 32836 97
40194 32837 137
40194 40195 125
40195 32046 367
40195 40191 231
40195 40194 125
40195 45501 86
40196 40188 82
40196 40193 85
40196 41069 330
40197 16408 97
40197 40200 216
40197 1578 167
40198 6173 46
40199 4350 228
40200 40197 216
40201 16408 223
40202 17633 372
40202 40204 64
40202 3 96
40202 4 109
40203 4399 96
40203 23697 321
40203 39688 92
40203 40204 261
40204 39691 140
40204 40202 64
40204 40203 261
40205 5897 268
40206 33792 115
40206 33793 113
40206 40191 382
183 14101 363
183 16853 91
183 27119 73
184 17936 113
184 41992 12
184 41993 71
184 46527 62
185 2427 111
185 41989 283
185 1240 56
185 1730 113
186 2421 199
186 2422 113
186 14570 103
186 14572 446
187 14575 68
187 36409 53
187 36410 42
187 38357 273
40207 33443 69
40208 40209 260
40208 40210 265
40208 46949 10
40209 40208 260
40209 48194 10
40209 48340 272
40210 40208 265
40210 45211 10
40210 45212 325
188 39853 41
188 39854 196
188 35167 468
40211 40212 76
40211 37058 23
40211 37101 424
40212 2055 711
40212 40211 76
40212 40213 189
40213 40212 189
40213 37063 36
40213 46251 314
40214 16674 96
40214 40218 139
40214 46705 136
40215 40217 43
40215 46325 11
40215 46326 111
40216 44352 104
40216 44353 533
40216 37054 34
40217 40215 43
40217 40220 25
40217 46327 11
40218 40214 139
40218 46326 143
40218 46704 13
40218 46705 13
40219 19575 176
40219 46331 11
40219 46704 285
40220 40217 25
40220 40222 42
40220 46328 11
40221 37052 116
40221 37053 721
40221 37054 12
40222 40220 42
40222 44352 102
40222 46329 11
40223 29254 12
40223 29255 103
40223 38905 52
40224 40226 63
40224 41182 55
40224 45112 122
40224 38898 205
40225 38895 57
40225 38897 106
40225 38898 19
40226 40224 63
40226 45112 79
40226 46087 66
40226 38897 99
189 30315 198
189 46 319
189 286 115
189 353 121
190 6177 172
190 353 81
190 579 109
190 36731 141
40227 40368 184
40227 40573 53
40227 40579 40
34821 11961 91
34821 34822 344
34821 748 399
34821 46820 107
34821 46822 106
34822 34821 344
34822 35551 791
34822 36938 429
34823 3618 200
34823 12082 133
34823 37860 278
40228 5165 200
40228 25056 43
40228 40229 48
40229 2925 69
40229 40228 48
40229 40230 33
40230 2925 44
40230 25056 82
40230 40229 33
34824 2244 422
34824 242 827
34824 35604 195
34825 2001 80
34825 42667 62
34825 47136 33
34826 34827 322
34826 37013 19
34826 37069 88
34827 2199 134
34827 34826 322
34827 751 792
40231 40232 171
40231 40241 825
40231 40400 132
40232 40231 171
40232 40234 70
40232 40235 311
40232 40406 432
40233 40235 78
40234 40232 70
40234 40402 238
40234 40408 46
40235 40232 311
40235 40233 78
40235 40236 54
40236 40235 54
40237 40238 56
40237 40239 169
40237 453 14
40238 40237 56
40238 40240 277
40238 37230 362
40239 40237 169
40239 40243 278
40239 40245 132
40240 40238 277
40240 40244 167
40240 37230 97
40241 40231 825
40241 40248 189
40241 40259 893
40242 40243 58
40242 40245 147
40242 45739 212
40243 40239 278
40243 40242 58
40243 40253 227
40244 40240 167
40244 40250 114
40244 40258 335
40245 40239 132
40245 40242 147
40245 40247 50
40246 40252 120
40246 40260 540
40246 455 86
40247 40245 50
40248 40241 189
40248 40251 50
40248 409 11
40249 40254 124
40249 40256 203
40249 48943 370
40250 40244 114
40251 40248 50
40252 40246 120
40252 40257 151
40252 40266 397
40253 40243 227
40253 40258 136
40253 43986 676
40254 39949 358
40254 40249 124
40254 40261 169
40255 40260 248
40256 40249 203
40257 40252 151
40257 40263 207
40257 40264 158
40258 40244 335
40258 40253 136
40258 40259 31
40259 40241 893
40259 40258 31
40259 40265 410
40260 40246 540
40260 40255 248
40260 40262 78
40261 40254 169
40261 40265 201
40262 40260 78
40262 40270 239
40262 40286 486
40263 49277 49
40263 40257 207
40263 40264 106
40264 40257 158
40264 40263 106
40264 40267 106
40265 40259 410
40265 40261 201
40265 40268 54
40266 40252 397
40266 40269 28
40266 40272 744
40267 40264 106
